ticker,fiscal_quarter_end,announcement_date,eps_beat,price_1m_before,price_3m_before,price_change_1m_pct,price_change_3m_pct,eps_estimate_average,eps_estimate_high,eps_estimate_low,eps_estimate_analyst_count,eps_estimate_average_7_days_ago,eps_estimate_average_30_days_ago,eps_estimate_average_60_days_ago,eps_estimate_average_90_days_ago,eps_estimate_revision_up_trailing_7_days,eps_estimate_revision_down_trailing_7_days,eps_estimate_revision_up_trailing_30_days,eps_estimate_revision_down_trailing_30_days,revenue_estimate_average,revenue_estimate_high,revenue_estimate_low,revenue_estimate_analyst_count,elo_before,elo_decay,elo_momentum,elo_vol_4q,total_revenue_yoy_growth_lag1,total_revenue_qoq_growth_lag1,total_revenue_ttm_yoy_growth_lag1,actual_eps_yoy_growth_lag1,actual_eps_qoq_growth_lag1,ebitda_yoy_growth_lag1,operating_income_yoy_growth_lag1,gross_margin_yoy_change_lag1,operating_margin_yoy_change_lag1,stock_price_pre,stock_price_post,atm_strike_pre,atm_call_mid_pre,atm_put_mid_pre,straddle_price_pre,straddle_pct_pre,iv_call_pre,iv_put_pre,iv_avg_pre,iv_avg_post,iv_crush_pct,iv_term_slope,atm_open_interest_pre,atm_volume_pre,chain_pc_volume_ratio,dte_pre,actual_move_pct,crush_profitable,crush_pnl_pct,spy_join_date,spy_spot,spy_spy_close,spy_atm_iv_30d,spy_atm_iv_60d,spy_atm_iv_90d,spy_term_slope_30_60,spy_term_slope_30_90,spy_backwardation_flag,spy_iv_25d_put,spy_iv_25d_call,spy_risk_reversal_25d,spy_butterfly_25d,spy_iv_rank_30d,spy_iv_rank_252d,spy_iv_percentile_252d,spy_rv_5d,spy_rv_21d,spy_vrp_30d,spy_vol_expansion,spy_pc_ratio,spy_pc_ratio_z_20d,spy_voi_ratio,spy_voi_ratio_z_20d,spy_spy_ret_5d,spy_spy_ret_21d,spy_spy_dd_from_60d_high,spy_spy_above_200d_ma,spy_vix_close,spy_vix3m_close,spy_vix_minus_atm_iv_30d
MSFT,2023-03-31,2023-04-25,1.0,280.57,240.61,-1.84,14.47,2.23,2.29,2.15,36.0,2.23,2.23,2.23,2.32,1.0,0.0,2.0,0.0,51017600000.0,51666000000.0,50646000000.0,35.0,-90.4,-222.56,201.6,182.67,1.97,0.0,7.61,81.89,-0.43,-9.38,-8.31,-0.36,-4.34,282.5,295.0,282.5,5.75,6.125,11.875,4.20353982300885,0.51243,0.49292,0.502675,0.278285,44.639180384940566,-0.234145,438,5790,0.946552108194113,4.0,4.424778761061954,0,-0.22123893805310413,2023-04-24,415.0,397.0763244628906,0.1417,0.1538999999999999,0.1619121428571428,0.0121999999999999,0.0202121428571428,0,0.1779414285714285,0.12219,0.0557514285714285,0.0083657142857143,0.0,0.0,0.0119521912350597,0.0435295890633698,0.0931510130727776,0.0485489869272223,0.4673012952565607,1.02,-1.6037090419877444,0.5424146574553728,-0.6306545047046789,-0.003164708004969,0.049495118798803,-0.0061786746245309,1,16.889999389648438,20.399999618530273,2.7199993896484376
AMZN,2023-03-31,2023-04-27,1.0,97.24,102.24,12.94,7.41,0.21,0.32,-0.04,35.0,0.22,0.22,0.22,0.27,2.0,0.0,3.0,2.0,124551000000.0,128668000000.0,120000000000.0,38.0,-158951.2,-159074.4,97.07,116.93,9.4,304.39,9.54,-13.79,47.06,-8.67,-50.77,1.78,-2.92,105.0,107.5,105.0,3.7,3.675,7.375,7.023809523809524,1.19534,1.18558,1.19046,0.33682,71.70673521159888,-0.7658400000000001,25530,9082,0.8658156918930019,2.0,2.3809523809523725,1,4.642857142857151,2023-04-26,407.0,389.1180114746094,0.166095,0.1727160714285714,0.180725,0.0066210714285714,0.01463,0,0.20024,0.1417,0.05854,0.004875,0.2778157385263637,0.1428822444138577,0.0756972111553784,0.1098270649267062,0.1127638969431819,0.053331103056818,0.9739559194379784,1.23,-0.2648286770497453,0.9646341695367132,-0.3500923917591259,-0.0236151898191363,0.0198491400409648,-0.0260971151723647,1,18.84000015258789,21.540000915527344,2.23050015258789
XOM,2023-03-31,2023-04-28,1.0,108.96,115.61,8.61,2.36,2.59,3.34,2.37,19.0,2.6,2.56,2.68,2.62,1.0,0.0,8.0,1.0,85405400000.0,122697000000.0,60423300000.0,7.0,5045.6,3111.84,905.6,566.96,44.09,274.3,49.17,65.85,-23.6,94.35,166.57,2.4,7.38,117.0,115.0,117.0,1.405,1.525,2.9299999999999997,2.5042735042735043,0.60999,0.59047,0.60023,0.253895,57.700381520417174,-0.33657500000000007,3054,6506,0.6774179644847997,1.0,1.7094017094017144,1,0.7948717948717898,2023-04-27,415.0,396.8646240234375,0.1424014285714286,0.1549457142857143,0.1629578571428571,0.0125442857142857,0.0205564285714285,0,0.17097,0.12219,0.04878,0.0041785714285713,0.0091497787095275,0.0041082881156681,0.0159362549800796,0.2045286738472751,0.1293868730617027,0.0130145555097258,1.5807528925267271,1.3,0.2199516206891278,2.2741556750522283,0.6597687475249131,0.0012868282697531,0.0424924918184388,-0.0067085284545331,1,17.030000686645508,20.3700008392334,2.7898578295026475
AAPL,2023-03-31,2023-05-04,1.0,165.63,154.5,0.1,7.31,1.43,1.56,1.37,26.0,1.43,1.43,1.43,1.48,0.0,0.0,5.0,0.0,92960200000.0,98836000000.0,89787100000.0,24.0,-49331.2,-48385.92,-306.13,465.41,-5.48,0.0,-1.04,84.15,-19.68,-12.77,-13.19,-0.8,-2.73,167.5,172.5,167.5,3.45,3.3499999999999996,6.8,4.059701492537314,0.69779,0.67828,0.688035,0.21975499999999998,68.0604911087372,-0.40486999999999995,19822,9098,0.7670718044318735,2.0,2.9850746268656803,1,1.0746268656716333,2023-05-03,410.0,392.6401062011719,0.161215,0.1665597619047619,0.1748053571428571,0.0053447619047619,0.0135903571428571,0,0.19048,0.13195,0.05853,0.0,0.4285400497876699,0.1621464387622239,0.0517928286852589,0.1977624726571671,0.1231912507491654,0.0380237492508345,1.6053288805374584,1.18,-0.261101699849966,0.580760953873179,-0.9475832653427864,0.009051482128044,-0.0071298033047542,-0.0190174888341646,1,18.34000015258789,21.290000915527344,2.2185001525878896
WMT,2023-04-30,2023-05-18,1.0,149.85,146.44,1.08,3.43,1.32,1.42,1.25,33.0,1.31,1.3,1.3,1.36,6.0,0.0,15.0,0.0,148758000000.0,151395000000.0,147310000000.0,29.0,-40722.24,-34093.44,-2732.8,4499.36,,,6.52,-305.56,-124.67,,,,,150.0,150.0,150.0,2.42,2.795,5.215,3.4766666666666666,0.59047,0.58072,0.5855950000000001,0.15146,74.1357081259232,-0.3755950000000001,8561,6351,0.9101010751303676,2.0,0.0,1,3.4766666666666666,2023-05-17,416.0,399.5783081054687,0.141705,0.1442611904761905,0.1552903571428571,0.0025561904761904,0.0135853571428571,0,0.18073,0.11244,0.06829,0.0048799999999999,0.222209567198178,0.0540488129207414,0.0318725099601593,0.1124084402927238,0.1409952005890334,0.0007097994109665,0.7972501178984593,1.33,1.46015933394965,3.120456140519928,2.6025953624253324,0.0057648702026595,0.0024626342246667,-0.0016829001878242,1,16.8700008392334,20.049999237060547,2.699500839233396
NVDA,2023-04-30,2023-05-24,0.0,270.42,236.64,12.93,29.05,0.92,0.97,0.81,31.0,0.92,0.91,0.91,0.85,1.0,0.0,4.0,0.0,6516830000.0,6746000000.0,6475080000.0,31.0,-67897.92,-62650.3,-2690.24,1834.61,,,8.57,433.33,244.83,,,,,307.5,380.0,307.5,10.175,10.55,20.725,6.739837398373984,0.94168,0.93193,0.936805,0.5855950000000001,37.490192729543494,-0.478035,2217,2792,0.9405867390829238,3.0,23.57723577235773,0,-16.837398373983746,2023-05-23,415.0,398.4813232421875,0.1528535714285714,0.1565092857142857,0.1622607142857142,0.0036557142857142,0.0094071428571428,0,0.20024,0.1138328571428571,0.0864071428571428,0.0041828571428571,0.4761633582818089,0.1158188848301599,0.0876494023904382,0.1484500416685891,0.149226963474177,0.0036266079543943,0.994793690178368,1.24,0.2427002423467064,1.2417595099963317,0.0502851956732045,0.0093603704353322,0.0035383594859184,-0.0122604365228885,1,18.530000686645508,21.059999465942383,3.2446435437883654
JPM,2023-06-30,2023-07-14,1.0,141.49,138.73,5.85,7.96,3.99,5.03,3.43,21.0,3.97,3.98,3.87,3.31,4.0,0.0,8.0,3.0,38957600000.0,42441000000.0,35372000000.0,15.0,19338.4,16995.36,1433.6,456.05,68.95,-64.48,27.42,55.89,14.85,48.25,58.67,-24.43,-1.89,149.0,152.5,149.0,2.08,2.18,4.26,2.8590604026845634,0.68803,0.68803,0.68803,0.18073,73.73225004723632,-0.47803000000000007,3198,7036,0.399523949427096,1.0,2.348993288590595,1,0.5100671140939683,2023-07-13,457.0,434.2212219238281,0.10756,0.1159221428571428,0.1180121428571428,0.0083621428571428,0.0104521428571428,0,0.13195,0.10268,0.02927,0.009755,0.1250480461242795,0.0238199834041099,0.0398406374501992,0.071272089980831,0.0999166755696653,0.0076433244303346,0.7133152656899372,1.11,0.3602457045093055,1.205381265833617,-0.352562525185751,0.0225173473634314,0.0401797068414266,0.0,1,13.609999656677246,16.1200008392334,2.853999656677246
TSLA,2023-06-30,2023-07-19,1.0,260.54,162.99,11.79,78.7,0.82,0.93,0.64,24.0,0.82,0.79,0.78,0.91,4.0,0.0,15.0,1.0,24477100000.0,26376200000.0,22301800000.0,20.0,26207.2,26036.96,126.93,78.4,24.38,-71.36,45.66,-20.56,-28.57,-17.24,-26.06,-9.77,-7.79,292.5,262.5,292.5,11.55,10.55,22.1,7.555555555555555,1.049,1.03924,1.04412,0.6343749999999999,39.24309466344865,-0.478035,7739,22983,0.49616298836807043,3.0,10.256410256410254,0,-2.7008547008546984,2023-07-18,461.0,438.6932678222656,0.1082571428571428,0.117315,0.1212654761904761,0.0090578571428571,0.0130083333333333,0,0.1305557142857143,0.10268,0.0278757142857143,0.0083607142857142,0.3078621559813898,0.0272228381761256,0.0517928286852589,0.0599228442200396,0.0936070880485986,0.0146500548085442,0.6401528502727171,1.23,1.1365411578847635,3.861541806650796,1.152834131667951,0.0265107847500201,0.0299981356269087,0.0,1,13.300000190734863,16.1299991607666,2.4742859050205777
JNJ,2023-06-30,2023-07-20,1.0,164.13,162.69,2.59,3.5,2.62,2.69,2.54,17.0,2.62,2.62,2.62,2.62,1.0,0.0,2.0,1.0,24625300000.0,24845000000.0,24349000000.0,15.0,8596.0,7893.28,408.53,127.45,-10.81,-73.88,-0.08,0.37,14.04,-89.46,2.09,0.43,3.77,160.0,170.0,160.0,1.37,2.52,3.89,2.43125,0.40511,0.39536,0.400235,0.166095,58.50063087935838,-0.224385,7063,3982,0.5966123425133756,2.0,6.25,0,-3.81875,2023-07-19,462.0,439.6688232421875,0.11244,0.1180121428571428,0.1263735714285714,0.0055721428571428,0.0139335714285714,0,0.13195,0.11244,0.01951,0.009755,0.5387587729674317,0.0476399668082198,0.0836653386454183,0.0570302037648945,0.0919724862939729,0.020467513706027,0.6200789612516082,0.82,-1.6986804964783566,1.8559356087894483,0.0579250207353844,0.0205821987701075,0.0358167150134192,0.0,1,13.760000228881836,16.559999465942383,2.516000228881836
GOOGL,2023-06-30,2023-07-25,1.0,122.34,103.71,-0.11,17.84,1.34,1.5,1.06,37.0,1.34,1.34,1.34,1.28,1.0,0.0,7.0,0.0,72817600000.0,74329000000.0,70692600000.0,32.0,-414523.28,-414335.12,44.8,299.43,2.61,-75.33,8.56,-4.88,11.43,-8.24,-13.33,-0.34,-4.6,122.0,129.0,122.0,3.375,3.7,7.075,5.799180327868853,0.70754,0.68803,0.697785,0.312435,55.22474687761989,-0.36095999999999995,4967,7066,0.40915266766269126,4.0,5.737704918032782,1,0.06147540983607058,2023-07-24,462.0,438.7029418945313,0.11244,0.117315,0.1225432142857142,0.004875,0.0101032142857142,0,0.13195,0.10268,0.02927,0.004875,0.5387587729674317,0.0476399668082198,0.0916334661354581,0.08433444675327,0.0907011160431729,0.021738883956827,0.9298060534682682,1.46,2.007545825677533,2.3389151677525635,0.2790772277805347,0.0074527611252139,0.0405259877833135,-0.0021968383851592,1,13.90999984741211,16.260000228881836,2.6659998474121096
XOM,2023-06-30,2023-07-28,1.0,105.4,118.34,-1.18,-11.98,1.83,2.06,1.74,19.0,2.05,2.26,2.3,2.37,0.0,0.0,0.0,2.0,72688100000.0,80646000000.0,54107800000.0,7.0,5698.4,4204.64,406.93,619.8,-4.66,-79.02,39.39,36.71,-16.76,20.3,133.47,10.16,10.05,105.0,107.0,105.0,1.53,1.0750000000000002,2.6050000000000004,2.4809523809523815,0.59047,0.58072,0.5855950000000001,0.253895,56.64324319709016,-0.3414500000000001,4406,2281,0.49372384937238495,1.0,1.904761904761898,1,0.5761904761904835,2023-07-27,460.0,437.05126953125,0.11244,0.117315,0.1239360714285714,0.0048749999999999,0.0114960714285714,0,0.1417,0.10268,0.03902,0.0097499999999999,0.6366008199776378,0.0476399668082199,0.1075697211155378,0.0671074153817477,0.0811211821490868,0.0313188178509131,0.8272489823732572,1.19,0.375807078894004,1.854314755496015,-0.0363620251735865,0.0006856731758686,0.0374164871997142,-0.006630074840737,1,14.40999984741211,16.6299991607666,3.165999847412108
AAPL,2023-06-30,2023-08-03,1.0,192.46,173.57,-0.67,10.14,1.19,1.45,1.05,29.0,1.19,1.19,1.19,1.22,1.0,0.0,7.0,0.0,81685700000.0,94100000000.0,75584000000.0,25.0,-49129.6,-48567.36,-209.07,476.89,-2.51,-19.05,-3.4,0.0,0.66,-7.0,-5.54,0.51,-0.96,192.5,182.5,192.5,3.5250000000000004,3.3,6.825,3.5454545454545454,0.60999,0.59047,0.60023,0.234385,60.95080219249288,-0.35609,12671,12698,0.7356000482450851,2.0,5.1948051948051965,0,-1.6493506493506511,2023-08-02,457.0,434.7718505859375,0.12707,0.1319449999999999,0.1357792857142857,0.0048749999999999,0.0087092857142856,0,0.16122,0.12219,0.03903,0.0146349999999999,1.0,0.1190511055791478,0.1673306772908366,0.1417643347192974,0.0955935900561828,0.0314764099438172,1.482989964452417,1.25,0.5599435173185024,2.224400886015445,0.6158549601277032,-0.0118109457933376,0.0142860468677681,-0.0167324393657247,1,16.09000015258789,17.959999084472656,3.38300015258789
AMZN,2023-06-30,2023-08-03,1.0,130.22,105.66,-1.01,22.01,0.35,0.47,0.14,36.0,0.35,0.35,0.34,0.34,1.0,0.0,5.0,0.0,131501000000.0,133312000000.0,127000000000.0,37.0,-158727.2,-159002.72,350.93,274.97,9.37,-75.22,9.82,-16.22,24.0,23.6,30.12,3.88,0.6,128.0,140.0,128.0,4.65,4.35,9.0,7.03125,1.19534,1.18558,1.19046,0.31731,73.345597500126,-0.78047,2894,6605,0.6004446468272038,2.0,9.375,0,-2.34375,2023-08-02,457.0,434.7718505859375,0.12707,0.1319449999999999,0.1357792857142857,0.0048749999999999,0.0087092857142856,0,0.16122,0.12219,0.03903,0.0146349999999999,1.0,0.1190511055791478,0.1673306772908366,0.1417643347192974,0.0955935900561828,0.0314764099438172,1.482989964452417,1.25,0.5599435173185024,2.224400886015445,0.6158549601277032,-0.0118109457933376,0.0142860468677681,-0.0167324393657247,1,16.09000015258789,17.959999084472656,3.38300015258789
WMT,2023-07-31,2023-08-17,1.0,154.57,149.91,0.72,3.86,1.7,1.84,1.65,28.0,1.69,1.49,1.67,1.56,4.0,0.0,16.0,0.0,160271000000.0,163048000000.0,158667000000.0,25.0,-40386.24,-34593.6,-2762.67,4022.19,7.58,,8.23,239.26,497.3,2.67,17.34,-0.22,0.34,160.0,157.5,160.0,2.495,3.175,5.67,3.5437499999999997,0.60023,0.60023,0.60023,0.16122,73.14029621978241,-0.3902300000000001,11807,7366,0.8342613493855029,2.0,1.5625,1,1.9812499999999997,2023-08-16,445.0,424.6397705078125,0.14658,0.1491373809523809,0.1514599999999999,0.0025573809523809,0.0048799999999999,0,0.18073,0.12219,0.05854,0.0048799999999999,1.0,0.2142822277541855,0.2948207171314741,0.1077292704713657,0.0981103538737771,0.0484696461262228,1.0980418092260031,1.15,-1.0986136217074447,1.5432094286010527,-0.0912390064649417,-0.0137071398477003,-0.0320349053547519,-0.0396468613761256,1,16.780000686645508,18.969999313354492,2.1220006866455083
NVDA,2023-07-31,2023-08-23,0.0,446.12,379.8,5.61,24.05,2.09,2.49,1.76,34.0,2.06,2.06,2.05,1.06,2.0,0.0,6.0,0.0,11224000000.0,12701000000.0,10956000000.0,33.0,-69714.56,-64126.43,-3577.28,1452.94,-13.22,,-9.46,-19.85,-45.5,20.48,14.56,-0.9,7.22,457.5,472.5,457.5,24.95,25.6,50.55,11.049180327868852,1.52704,1.52704,1.52704,0.561205,63.24883434618609,-0.892665,1197,4305,0.6235837347180375,3.0,3.2786885245901676,1,7.770491803278684,2023-08-22,443.0,423.2005310058594,0.1458878571428571,0.1467591071428571,0.1519823214285714,0.0008712499999999,0.0060944642857142,0,0.1793357142857143,0.12219,0.0571457142857143,0.0048749999999999,0.8733018609150112,0.210903778702871,0.2948207171314741,0.0936600765464008,0.0998849616166705,0.0460028955261866,0.9376794567518684,1.12,-1.241613041301215,2.126103862293078,0.8895839501599248,-0.0107025118750141,-0.0353369202899004,-0.0429018041980832,1,16.969999313354492,18.719999313354492,2.381213599068774
JPM,2023-09-30,2023-10-13,1.0,146.41,149.77,1.09,-1.18,3.96,4.41,3.74,18.0,3.87,3.56,3.79,3.51,5.0,0.0,14.0,1.0,39644900000.0,41000000000.0,38052000000.0,13.0,21040.8,18005.6,1418.13,302.77,70.76,6.97,36.84,72.1,15.85,42.98,61.86,-25.45,-1.65,146.0,148.0,146.0,2.0300000000000002,2.2199999999999998,4.25,2.910958904109589,0.69779,0.69779,0.69779,0.21487499999999998,69.20635148110463,-0.45853,2731,3482,0.9185856754306437,1.0,1.3698630136986356,1,1.5410958904109533,2023-10-12,437.0,420.3412170410156,0.1417,0.1451857142857142,0.1514599999999999,0.0034857142857142,0.0097599999999999,0,0.17097,0.13195,0.03902,0.00976,0.4999633940991285,0.1904622443500756,0.3386454183266932,0.1034708804992618,0.1296388645035659,0.012061135496434,0.7981470749183839,1.15,-1.0056170301613645,0.6441778137802474,-0.8767508486453076,0.0215783749433722,-0.0253529058000093,-0.0493683467387524,1,16.690000534057617,18.09000015258789,2.5200005340576173
JNJ,2023-09-30,2023-10-17,1.0,161.45,158.74,-3.32,-1.67,2.39,2.45,2.28,15.0,2.51,2.51,2.46,2.7,1.0,0.0,4.0,1.0,19991800000.0,20297400000.0,19569400000.0,13.0,9085.6,8203.68,571.2,172.53,-10.41,2.99,-2.23,8.11,4.48,10.96,-1.76,2.94,2.61,157.5,152.5,157.5,2.075,2.0,4.075,2.5873015873015874,0.30755,0.31731,0.31243,0.22463,28.10229491406075,-0.11706499999999997,1682,1486,0.5502043661480942,4.0,3.1746031746031744,0,-0.587301587301587,2023-10-16,439.0,422.6481628417969,0.1451857142857142,0.15146,0.1514599999999999,0.0062742857142857,0.0062742857142857,0,0.17097,0.1249785714285714,0.0459914285714285,0.0027885714285714,0.5510024787424302,0.2234320557491289,0.3824701195219123,0.1124230495512661,0.1262915667149455,0.0188941475707687,0.8901865142350938,1.72,2.07154745567546,2.5403557218928,0.410721214787216,0.0086748013215804,-0.0165324222222648,-0.0441510242120234,1,17.209999084472656,18.790000915527344,2.6914276559012276
TSLA,2023-09-30,2023-10-18,0.0,265.28,262.9,-8.52,-7.69,0.72,1.02,0.6,26.0,0.74,0.8,0.81,0.88,0.0,0.0,1.0,5.0,24097000000.0,26000000000.0,23161800000.0,25.0,26408.8,26155.68,22.4,137.51,47.2,6.85,46.39,19.74,7.06,4.93,-2.64,-6.81,-4.93,255.0,220.0,255.0,7.35,7.25,14.6,5.725490196078431,0.79535,0.78559,0.79047,0.61974,21.59854263918935,-0.30731,12916,39538,0.8457878063460736,3.0,13.725490196078427,0,-7.9999999999999964,2023-10-17,439.0,422.6287536621094,0.14658,0.1559914285714286,0.1514599999999999,0.0094114285714285,0.0048799999999999,0,0.18073,0.13195,0.0487799999999999,0.00976,0.5714181125997507,0.2307611438183346,0.4143426294820717,0.1083307834226611,0.1262234817260658,0.0203565182739341,0.8582458821549862,1.39,0.1417435675935626,1.1308315927533932,-0.5871702583084712,0.0034058867564932,-0.0171540124535801,-0.0441949194567121,1,17.8799991607666,19.260000228881836,3.221999160766602
MSFT,2023-09-30,2023-10-24,1.0,317.01,337.77,4.26,-2.14,2.5,2.58,2.41,34.0,2.65,2.49,2.65,2.34,1.0,0.0,2.0,2.0,51397800000.0,52204400000.0,50802900000.0,33.0,402.4,-99.36,545.07,427.07,7.08,0.21,5.22,10.36,6.06,9.2,9.76,1.12,1.03,330.0,340.0,330.0,7.25,7.8999999999999995,15.149999999999999,4.590909090909091,0.54169,0.55145,0.54657,0.29779500000000003,45.51567045392172,-0.263405,5505,8656,0.4893620434287425,4.0,3.0303030303030276,1,1.5606060606060632,2023-10-23,424.0,407.5466613769531,0.1772428571428571,0.17829,0.1761982142857143,0.0010471428571428,-0.0010446428571428,1,0.2030285714285714,0.16122,0.0418085714285714,0.0048814285714285,0.952345160818,0.4207005227119765,0.6254980079681275,0.0968716762749666,0.1276837668955311,0.0495590902473259,0.7586843545603214,1.4,0.2289309224627068,2.2293044072704755,0.8991994898310687,-0.0357306686566538,-0.0231402105284717,-0.0783041472517056,1,20.3700008392334,21.329999923706055,2.645715124947685
GOOGL,2023-09-30,2023-10-24,1.0,130.25,129.27,6.57,7.38,1.45,1.55,1.27,37.0,1.45,1.44,1.44,1.34,3.0,0.0,9.0,0.0,75943800000.0,77922700000.0,72863000000.0,32.0,-414299.28,-414532.24,224.0,232.79,7.06,6.9,7.79,19.01,23.08,7.71,12.26,0.42,1.35,137.5,126.0,137.0,3.4000000000000004,3.8,7.2,5.236363636363636,0.6295,0.6295,0.6295,0.400235,36.42017474185862,-0.29267999999999994,1984,2473,0.5352970871378849,4.0,8.363636363636362,0,-3.127272727272725,2023-10-23,424.0,407.5466613769531,0.1772428571428571,0.17829,0.1761982142857143,0.0010471428571428,-0.0010446428571428,1,0.2030285714285714,0.16122,0.0418085714285714,0.0048814285714285,0.952345160818,0.4207005227119765,0.6254980079681275,0.0968716762749666,0.1276837668955311,0.0495590902473259,0.7586843545603214,1.4,0.2289309224627068,2.2293044072704755,0.8991994898310687,-0.0357306686566538,-0.0231402105284717,-0.0783041472517056,1,20.3700008392334,21.329999923706055,2.645715124947685
AMZN,2023-09-30,2023-10-26,1.0,125.98,132.21,-5.09,-9.56,0.55,0.67,0.41,36.0,0.58,0.55,0.58,0.36,1.0,0.0,3.0,2.0,133393000000.0,135045000000.0,130148000000.0,37.0,-158055.2,-158879.52,589.87,300.74,10.85,5.52,10.33,261.11,109.68,47.86,131.56,3.17,2.98,121.0,128.0,121.0,5.15,4.675000000000001,9.825000000000001,8.119834710743802,1.3807,1.37094,1.37582,0.36121000000000003,73.74583884519778,-0.9072950000000001,247,1931,0.5596924412775092,2.0,5.785123966942152,1,2.334710743801651,2023-10-25,420.0,404.7260437011719,0.18073,0.1824678571428571,0.180725,0.0017378571428571,-4.999999999977245e-06,1,0.20024,0.16122,0.03902,0.0,1.0,0.4776256406333666,0.6693227091633466,0.1421479323169905,0.1294602393787906,0.0512697606212093,1.0980045533600218,1.25,-0.5431273449216389,1.8708665932104989,0.4947679870701188,-0.0294274842260759,-0.0195594085624837,-0.0712939890275677,0,20.190000534057617,21.329999923706055,2.117000534057617
XOM,2023-09-30,2023-10-27,1.0,120.2,104.16,-12.19,1.33,2.24,2.34,2.1,16.0,2.34,2.09,2.15,1.89,4.0,0.0,10.0,2.0,83760000000.0,91831200000.0,58907200000.0,8.0,5997.6,5163.84,344.53,206.47,-27.39,-3.41,22.29,-53.14,-31.45,-45.41,-52.23,-2.56,-6.4,108.0,106.0,108.0,0.9,1.3399999999999999,2.2399999999999998,2.074074074074074,0.48316,0.50267,0.492915,0.29292,40.5739326253005,-0.20975,2154,2648,0.6096819570876518,1.0,1.851851851851849,1,0.22222222222222499,2023-10-26,415.0,399.8795471191406,0.185605,0.1821192857142857,0.1815964285714285,-0.0034857142857143,-0.0040085714285714,1,0.21,0.16122,0.0487799999999999,4.999999999949489e-06,1.0,0.5312469970210453,0.6932270916334662,0.1479416170516328,0.134902326651837,0.0507026733481629,1.0966572684357645,1.28,-0.3330766285124297,3.669818385659236,2.66048191428061,-0.0325495065861485,-0.031686367326597,-0.0824150191118413,0,20.68000030517578,21.56999969482422,2.1195003051757766
WMT,2023-10-31,2023-11-16,1.0,161.42,157.93,-3.33,-1.2,1.4,1.49,1.33,29.0,1.51,1.5,1.5,1.38,5.0,0.0,14.0,0.0,146828000000.0,149666000000.0,144532000000.0,26.0,-40072.64,-37015.04,313.6,4005.92,5.74,6.13,7.31,211.86,25.17,45.33,6.74,0.39,0.05,170.0,155.0,170.0,2.92,3.075,5.995,3.526470588235294,0.60023,0.60023,0.60023,0.15146,74.76633956983156,-0.409745,26971,10857,0.4854987242863977,2.0,8.823529411764708,0,-5.297058823529414,2023-11-15,450.0,435.8692626953125,0.122195,0.1247473809523809,0.1314226785714285,0.0025523809523809,0.0092276785714285,0,0.1417,0.10268,0.03902,-5.000000000005e-06,7.32171621028701e-05,0.1403729612113147,0.2390438247011952,0.1807367812341084,0.1674342799263145,-0.0452392799263145,1.0794490907934038,1.24,-0.8530967561233725,2.273092552344633,-0.2387250735290161,0.0284279024326739,0.0313289356639205,0.0,1,14.18000030517578,16.280000686645508,1.9605003051757812
NVDA,2023-10-31,2023-11-21,0.0,413.87,471.16,20.68,6.0,3.09,3.28,2.98,33.0,3.36,3.35,3.34,2.39,4.0,0.0,7.0,0.0,14836800000.0,15600500000.0,14669300000.0,32.0,-73791.36,-66915.23,-3971.52,1534.52,101.48,87.81,20.53,429.41,147.71,707.3,1262.73,26.57,42.9,505.0,487.5,505.0,18.700000000000003,19.125,37.825,7.490099009900991,0.90266,0.89291,0.897785,0.22463,74.9795329616779,-0.44389500000000004,2803,8418,0.5701743656363881,4.0,3.4653465346534684,1,4.0247524752475226,2023-11-20,455.0,440.30859375,0.117315,0.117315,0.12782,0.0,0.0105049999999999,0,0.1389142857142857,0.0957085714285714,0.0432057142857142,-3.5714285714361083e-06,0.0,0.1052707295581651,0.1952191235059761,0.1223320750762557,0.144157903246915,-0.026842903246915,0.8485977689806167,1.33,0.0537858857779443,3.287981497979255,-0.0409532394405411,0.0319636218609864,0.0785157419742774,0.0,1,13.40999984741211,15.6899995803833,1.678499847412109
JPM,2023-12-31,2024-01-12,0.0,161.06,148.0,4.96,14.22,3.6,17.85,16.04,22.0,16.66,16.82,16.79,16.08,3.0,0.0,7.0,5.0,45814400000.0,163927000000.0,151364000000.0,19.0,22047.2,19331.52,484.8,1185.69,50.98,5.38,40.03,38.78,-8.84,36.16,39.43,-14.1,-2.25,170.0,167.5,170.0,2.48,2.1950000000000003,4.675000000000001,2.7500000000000004,0.64901,0.66852,0.658765,0.18560500000000002,71.82530948061904,-0.46340500000000007,3277,6036,1.1090284450645642,1.0,1.4705882352941124,1,1.279411764705888,2024-01-11,477.0,463.5921020507813,0.1082571428571428,0.1159221428571428,0.1201986363636363,0.007665,0.0119414935064935,0,0.12219,0.0943142857142857,0.0278757142857142,-5.000000000005e-06,0.3001195967879721,0.0449013708644651,0.1274900398406374,0.1013969255127995,0.1062517849663614,0.0020053578907813,0.954307972754538,1.06,-0.3186345847311884,1.4903926911794536,-0.2807434449392826,0.0194102849338591,0.0352633187283675,-0.0007132037015548,1,12.4399995803833,14.5600004196167,1.6142852946690152
